"B17021_001E","B17021_001M","B17021_002E","B17021_002M","B17021_003E","B17021_003M","B17021_004E","B17021_004M","B17021_005E","B17021_005M","B17021_006E","B17021_006M","B17021_007E","B17021_007M","B17021_008E","B17021_008M","B17021_009E","B17021_009M","B17021_010E","B17021_010M","B17021_011E","B17021_011M","B17021_012E","B17021_012M","B17021_013E","B17021_013M","B17021_014E","B17021_014M","B17021_015E","B17021_015M","B17021_016E","B17021_016M","B17021_017E","B17021_017M","B17021_018E","B17021_018M","B17021_019E","B17021_019M","B17021_020E","B17021_020M","B17021_021E","B17021_021M","B17021_022E","B17021_022M","B17021_023E","B17021_023M","B17021_024E","B17021_024M","B17021_025E","B17021_025M","B17021_026E","B17021_026M","B17021_027E","B17021_027M","B17021_028E","B17021_028M","B17021_029E","B17021_029M","B17021_030E","B17021_030M","B17021_031E","B17021_031M","B17021_032E","B17021_032M","B17021_033E","B17021_033M","B17021_034E","B17021_034M","B17021_035E","B17021_035M","GEO_ID","NAME"
"879","266","7","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","17","0","13","0","13","0","13","7","17","872","267","686","260","626","259","626","259","0","13","60","67","31","40","31","40","0","13","29","48","29","48","0","13","186","137","171","129","171","129","0","13","15","34","1500000US060855027031","Block Group 1, Census Tract 5027.03, Santa Clara County, California"
"1292","336","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1292","336","1045","325","704","321","704","321","0","13","341","301","52","83","52","83","0","13","289","278","218","200","71","80","247","155","247","155","247","155","0","13","0","13","1500000US060855027032","Block Group 2, Census Tract 5027.03, Santa Clara County, California"
"1517","309","13","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","14","0","13","0","13","0","13","13","14","1504","308","1403","309","1189","352","1189","352","0","13","214","153","138","153","138","153","0","13","76","92","76","92","0","13","101","73","95","78","95","78","0","13","6","15","1500000US060855027033","Block Group 3, Census Tract 5027.03, Santa Clara County, California"
"1020","377","66","74","31","52","31","52","31","52","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","35","57","35","57","35","57","0","13","0","13","954","377","790","404","733","404","697","396","36","59","57","87","0","13","0","13","0","13","57","87","57","87","0","13","164","99","164","99","164","99","0","13","0","13","1500000US060855027041","Block Group 1, Census Tract 5027.04, Santa Clara County, California"
"1316","339","1","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1","3","0","13","0","13","0","13","1","3","1315","339","1229","345","1229","345","1229","345","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","86","104","84","104","84","104","0","13","2","3","1500000US060855027042","Block Group 2, Census Tract 5027.04, Santa Clara County, California"
"1649","382","10","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","17","0","13","0","13","0","13","10","17","1639","386","1591","395","1431","369","1407","358","24","78","160","168","160","168","160","168","0","13","0","13","0","13","0","13","48","52","39","40","20","31","19","25","9","20","1500000US060855027043","Block Group 3, Census Tract 5027.04, Santa Clara County, California"
"1127","313","169","230","152","229","152","229","152","229","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","20","11","18","11","18","0","13","6","10","958","232","918","236","740","226","724","216","16","25","178","100","0","13","0","13","0","13","178","100","164","93","14","25","40","31","33","26","24","23","9","10","7","12","1500000US060855028001","Block Group 1, Census Tract 5028, Santa Clara County, California"
"2217","341","96","106","96","106","70","90","70","90","0","13","26","52","0","13","0","13","0","13","26","52","26","52","0","13","0","13","0","13","0","13","0","13","0","13","2121","355","2005","358","1559","367","1537","358","22","31","446","194","80","92","80","92","0","13","366","191","359","190","7","11","116","76","105","70","96","68","9","15","11","18","1500000US060855028002","Block Group 2, Census Tract 5028, Santa Clara County, California"
"1054","269","22","25","15","22","15","22","0","13","15","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","12","7","12","7","12","0","13","0","13","1032","262","981","273","869","287","861","286","8","13","112","101","27","44","27","44","0","13","85","90","71","74","14","18","51","37","51","37","51","37","0","13","0","13","1500000US060855028003","Block Group 3, Census Tract 5028, Santa Clara County, California"
"2146","631","34","49","8","38","8","38","0","13","8","38","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","31","0","13","0","13","0","13","26","31","2112","637","1949","591","1831","610","1831","610","0","13","118","172","0","13","0","13","0","13","118","172","118","172","0","13","163","160","111","92","61","55","50","75","52","77","1500000US060855029011","Block Group 1, Census Tract 5029.01, Santa Clara County, California"
"1467","378","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1467","378","1344","381","1344","381","1316","381","28","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","123","81","64","45","34","40","30","32","59","51","1500000US060855029012","Block Group 2, Census Tract 5029.01, Santa Clara County, California"
"682","319","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","682","319","609","313","570","317","570","317","0","13","39","62","0","13","0","13","0","13","39","62","39","62","0","13","73","51","62","43","50","45","12","20","11","20","1500000US060855029013","Block Group 3, Census Tract 5029.01, Santa Clara County, California"
"1908","645","465","525","426","518","31","51","31","51","0","13","395","513","0","13","0","13","0","13","395","513","395","513","0","13","39","63","18","29","0","13","18","29","21","34","1443","336","1082","353","817","326","817","326","0","13","265","203","28","46","28","46","0","13","237","201","237","201","0","13","361","190","311","179","280","176","31","34","50","47","1500000US060855029014","Block Group 4, Census Tract 5029.01, Santa Clara County, California"
"2696","815","8","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","17","0","13","0","13","0","13","8","17","2688","817","2579","825","2459","827","2459","827","0","13","120","112","76","90","76","90","0","13","44","71","44","71","0","13","109","66","98","64","98","64","0","13","11","15","1500000US060855029021","Block Group 1, Census Tract 5029.02, Santa Clara County, California"
"2653","706","47","68","42","66","42","66","42","66","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","13","0","13","0","13","0","13","5","13","2606","708","2374","678","2134","701","2118","699","16","28","240","199","0","13","0","13","0","13","240","199","240","199","0","13","232","171","136","95","104","92","32","38","96","122","1500000US060855029022","Block Group 2, Census Tract 5029.02, Santa Clara County, California"
"3667","753","254","185","92","140","66","131","66","131","0","13","26","43","26","43","0","13","26","43","0","13","0","13","0","13","162","151","42","64","42","64","0","13","120","141","3413","726","3053","762","2603","743","2556","740","47","74","450","303","368","293","332","268","36","41","82","91","82","91","0","13","360","227","246","107","179","85","67","67","114","147","1500000US060855029023","Block Group 3, Census Tract 5029.02, Santa Clara County, California"
"1925","311","42","38","27","33","27","33","27","33","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","17","9","16","9","16","0","13","6","8","1883","310","1742","325","1569","328","1569","328","0","13","173","112","74","77","65","69","9","14","99","88","83","73","16","27","141","63","134","63","134","63","0","13","7","13","1500000US060855029031","Block Group 1, Census Tract 5029.03, Santa Clara County, California"
"1560","440","64","55","40","51","30","49","30","49","0","13","10","15","10","15","0","13","10","15","0","13","0","13","0","13","24","22","24","22","16","17","8","13","0","13","1496","438","1416","446","1201","421","1201","421","0","13","215","154","101","89","90","80","11","16","114","126","114","126","0","13","80","39","72","36","72","36","0","13","8","15","1500000US060855029032","Block Group 2, Census Tract 5029.03, Santa Clara County, California"
"1735","341","78","59","39","42","0","13","0","13","0","13","39","42","25","37","25","37","0","13","14","22","0","13","14","22","39","41","39","41","39","41","0","13","0","13","1657","344","1507","359","1183","304","1183","304","0","13","324","169","103","102","103","102","0","13","221","155","221","155","0","13","150","65","143","63","135","62","8","12","7","12","1500000US060855029033","Block Group 3, Census Tract 5029.03, Santa Clara County, California"
"1400","372","151","112","103","98","46","71","46","71","0","13","57","63","0","13","0","13","0","13","57","63","57","63","0","13","48","60","0","13","0","13","0","13","48","60","1249","375","1159","384","734","354","734","354","0","13","425","189","164","148","120","99","44","52","261","169","199","113","62","68","90","62","76","50","44","31","32","38","14","22","1500000US060855029061","Block Group 1, Census Tract 5029.06, Santa Clara County, California"
"1537","344","17","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","19","17","19","17","19","0","13","0","13","1520","342","1430","344","1185","323","1168","315","17","27","245","139","108","85","108","85","0","13","137","115","129","108","8","12","90","60","69","45","50","39","19","22","21","24","1500000US060855029062","Block Group 2, Census Tract 5029.06, Santa Clara County, California"
"1944","442","214","258","26","40","26","40","26","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","188","253","34","42","8","14","26","40","154","213","1730","328","1602","324","1234","300","1234","300","0","13","368","228","28","43","28","43","0","13","340","223","308","205","32","38","128","104","55","35","55","35","0","13","73","96","1500000US060855029063","Block Group 3, Census Tract 5029.06, Santa Clara County, California"
"1777","260","127","106","86","94","81","94","81","94","0","13","5","9","5","9","0","13","5","9","0","13","0","13","0","13","41","44","9","15","9","15","0","13","32","45","1650","255","1483","261","1276","241","1276","241","0","13","207","126","33","34","33","34","0","13","174","120","158","113","16","26","167","74","132","54","96","45","36","28","35","38","1500000US060855029071","Block Group 1, Census Tract 5029.07, Santa Clara County, California"
"2175","408","124","90","72","61","46","53","46","53","0","13","26","29","13","20","0","13","13","20","13","20","0","13","13","20","52","65","10","16","10","16","0","13","42","63","2051","414","1817","420","1419","426","1419","426","0","13","398","212","234","162","174","121","60","41","164","135","148","118","16","24","234","97","141","71","106","67","35","21","93","60","1500000US060855029072","Block Group 2, Census Tract 5029.07, Santa Clara County, California"
"1981","417","85","87","51","78","0","13","0","13","0","13","51","78","0","13","0","13","0","13","51","78","0","13","51","78","34","42","14","21","14","21","0","13","20","34","1896","428","1633","443","1384","463","1384","463","0","13","249","230","101","151","101","151","0","13","148","180","133","171","15","26","263","114","217","99","155","105","62","52","46","46","1500000US060855029081","Block Group 1, Census Tract 5029.08, Santa Clara County, California"
"2557","552","114","91","48","57","48","57","33","51","15","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","66","72","34","43","34","43","0","13","32","62","2443","539","2375","543","2216","550","2178","546","38","41","159","138","0","13","0","13","0","13","159","138","139","115","20","34","68","52","65","51","65","51","0","13","3","7","1500000US060855029082","Block Group 2, Census Tract 5029.08, Santa Clara County, California"
"2039","545","123","136","16","25","0","13","0","13","0","13","16","25","0","13","0","13","0","13","16","25","0","13","16","25","107","133","97","132","97","132","0","13","10","11","1916","544","1816","546","1691","567","1691","567","0","13","125","121","91","107","91","107","0","13","34","55","34","55","0","13","100","65","100","65","100","65","0","13","0","13","1500000US060855029083","Block Group 3, Census Tract 5029.08, Santa Clara County, California"
"1105","289","22","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","25","22","25","22","25","0","13","0","13","1083","289","901","285","693","241","693","241","0","13","208","160","51","56","51","56","0","13","157","155","157","155","0","13","182","169","90","48","68","40","22","33","92","138","1500000US060855029091","Block Group 1, Census Tract 5029.09, Santa Clara County, California"
"766","191","47","49","31","49","0","13","0","13","0","13","31","49","0","13","0","13","0","13","31","49","31","49","0","13","16","19","0","13","0","13","0","13","16","19","719","206","586","186","586","186","586","186","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","133","107","125","105","103","102","22","25","8","12","1500000US060855029092","Block Group 2, Census Tract 5029.09, Santa Clara County, California"
"1720","415","97","86","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","97","86","70","53","30","31","40","46","27","43","1623","418","1503","442","898","309","898","309","0","13","605","359","148","150","148","150","0","13","457","335","457","335","0","13","120","70","76","41","55","32","21","25","44","40","1500000US060855029093","Block Group 3, Census Tract 5029.09, Santa Clara County, California"
"1552","407","273","292","237","290","0","13","0","13","0","13","237","290","0","13","0","13","0","13","237","290","237","290","0","13","36","26","36","26","29","27","7","12","0","13","1279","428","977","429","898","425","898","425","0","13","79","93","0","13","0","13","0","13","79","93","79","93","0","13","302","121","259","111","226","108","33","31","43","34","1500000US060855029094","Block Group 4, Census Tract 5029.09, Santa Clara County, California"
"1165","263","52","64","46","65","46","65","32","61","14","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","13","0","13","0","13","0","13","6","13","1113","254","1084","255","1029","264","1019","261","10","15","55","54","20","30","20","30","0","13","35","43","33","43","2","7","29","28","22","27","22","27","0","13","7","8","1500000US060855029101","Block Group 1, Census Tract 5029.10, Santa Clara County, California"
"1087","411","10","16","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","10","16","10","16","0","13","0","13","1077","412","1058","415","610","244","610","244","0","13","448","359","221","322","221","322","0","13","227","166","227","166","0","13","19","19","19","19","19","19","0","13","0","13","1500000US060855029102","Block Group 2, Census Tract 5029.10, Santa Clara County, California"
"634","319","64","62","56","61","0","13","0","13","0","13","56","61","34","52","0","13","34","52","22","32","22","32","0","13","8","14","8","14","8","14","0","13","0","13","570","278","454","279","182","134","168","135","14","22","272","243","198","230","136","154","62","90","74","81","58","71","16","17","116","85","75","49","58","50","17","25","41","60","1500000US060855029103","Block Group 3, Census Tract 5029.10, Santa Clara County, California"
"947","206","77","89","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","77","89","36","43","10","15","26","40","41","48","870","197","565","207","417","177","407","175","10","17","148","137","50","85","50","85","0","13","98","99","91","95","7","12","305","105","249","90","191","86","58","36","56","36","1500000US060855029104","Block Group 4, Census Tract 5029.10, Santa Clara County, California"
"1261","282","1","5","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1","5","0","13","0","13","0","13","1","5","1260","282","1004","287","894","282","894","282","0","13","110","81","23","36","23","36","0","13","87","72","87","72","0","13","256","78","214","59","178","56","36","30","42","35","1500000US060855030011","Block Group 1, Census Tract 5030.01, Santa Clara County, California"
"710","168","15","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","21","8","12","8","12","0","13","7","17","695","169","656","172","597","170","597","170","0","13","59","47","59","47","52","41","7","11","0","13","0","13","0","13","39","23","39","23","39","23","0","13","0","13","1500000US060855030012","Block Group 2, Census Tract 5030.01, Santa Clara County, California"
"2240","411","109","82","83","76","38","40","38","40","0","13","45","66","45","66","0","13","45","66","0","13","0","13","0","13","26","34","0","13","0","13","0","13","26","34","2131","416","1961","429","1503","310","1490","305","13","19","458","369","360","360","339","357","21","30","98","87","98","87","0","13","170","71","160","71","144","69","16","18","10","15","1500000US060855030013","Block Group 3, Census Tract 5030.01, Santa Clara County, California"
"1628","651","7","12","7","12","0","13","0","13","0","13","7","12","7","12","0","13","7","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1621","651","1440","656","1303","662","1303","662","0","13","137","98","77","70","77","70","0","13","60","67","60","67","0","13","181","122","134","78","88","64","46","59","47","58","1500000US060855030021","Block Group 1, Census Tract 5030.02, Santa Clara County, California"
"2052","343","75","54","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","75","54","0","13","0","13","0","13","75","54","1977","334","1760","330","1522","365","1505","363","17","27","238","199","167","169","167","169","0","13","71","96","71","96","0","13","217","106","170","77","158","73","12","19","47","56","1500000US060855030022","Block Group 2, Census Tract 5030.02, Santa Clara County, California"
"1724","276","42","50","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","42","50","10","15","0","13","10","15","32","48","1682","272","1477","280","1208","264","1208","264","0","13","269","165","99","132","99","132","0","13","170","104","161","99","9","15","205","124","110","57","62","36","48","45","95","80","1500000US060855030031","Block Group 1, Census Tract 5030.03, Santa Clara County, California"
"1937","430","205","158","169","146","145","141","145","141","0","13","24","37","0","13","0","13","0","13","24","37","24","37","0","13","36","56","36","56","36","56","0","13","0","13","1732","409","1532","406","1233","352","1233","352","0","13","299","251","59","65","47","51","12","18","240","244","240","244","0","13","200","170","161","124","89","76","72","94","39","60","1500000US060855030032","Block Group 2, Census Tract 5030.03, Santa Clara County, California"
"1598","257","100","61","44","48","44","48","44","48","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","56","42","20","22","20","22","0","13","36","36","1498","266","1261","269","868","211","845","209","23","36","393","221","11","40","8","29","3","11","382","209","370","206","12","19","237","177","128","79","37","29","91","75","109","105","1500000US060855030033","Block Group 3, Census Tract 5030.03, Santa Clara County, California"
"2461","274","387","140","185","127","47","51","25","38","22","31","138","130","0","13","0","13","0","13","138","130","111","112","27","24","202","79","176","67","176","67","0","13","26","46","2074","259","1977","261","1252","258","1242","253","10","16","725","270","302","189","290","177","12","20","423","226","415","223","8","11","97","59","60","36","50","33","10","12","37","39","1500000US060855031051","Block Group 1, Census Tract 5031.05, Santa Clara County, California"
"2314","583","364","238","222","191","87","119","87","119","0","13","135","150","48","57","24","39","24","37","87","138","87","138","0","13","142","166","20","33","0","13","20","33","122","139","1950","562","1800","572","1109","504","1109","504","0","13","691","349","293","238","222","184","71","57","398","254","363","240","35","37","150","94","72","53","7","13","65","52","78","57","1500000US060855031101","Block Group 1, Census Tract 5031.10, Santa Clara County, California"
"1099","361","146","171","33","52","33","52","33","52","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","113","158","7","15","7","15","0","13","106","157","953","287","830","282","472","226","444","217","28","42","358","278","213","239","213","239","0","13","145","140","145","140","0","13","123","116","48","38","21","22","27","30","75","85","1500000US060855031102","Block Group 2, Census Tract 5031.10, Santa Clara County, California"
"716","389","171","140","151","137","41","65","41","65","0","13","110","122","34","39","16","25","18","28","76","116","76","116","0","13","20","31","0","13","0","13","0","13","20","31","545","337","522","338","216","240","216","240","0","13","306","275","211","243","211","243","0","13","95","144","80","123","15","23","23","29","23","29","6","9","17","28","0","13","1500000US060855031103","Block Group 3, Census Tract 5031.10, Santa Clara County, California"
"894","550","32","57","32","57","32","57","0","13","32","57","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","862","534","822","530","500","415","500","415","0","13","322","333","70","93","53","72","17","21","252","316","252","316","0","13","40","73","9","14","9","14","0","13","31","72","1500000US060855031111","Block Group 1, Census Tract 5031.11, Santa Clara County, California"
"1912","762","60","73","23","27","0","13","0","13","0","13","23","27","11","17","0","13","11","17","12","22","12","22","0","13","37","65","0","13","0","13","0","13","37","65","1852","759","1816","756","1529","720","1529","720","0","13","287","232","186","203","186","203","0","13","101","91","101","91","0","13","36","65","9","16","0","13","9","16","27","64","1500000US060855031112","Block Group 2, Census Tract 5031.11, Santa Clara County, California"
"3166","723","278","258","265","254","9","15","0","13","9","15","256","251","0","13","0","13","0","13","256","251","256","251","0","13","13","17","9","14","9","14","0","13","4","9","2888","653","2868","650","1969","649","1903","637","66","77","899","508","366","203","334","184","32","32","533","443","325","346","208","196","20","28","6","11","0","13","6","11","14","21","1500000US060855031113","Block Group 3, Census Tract 5031.11, Santa Clara County, California"
"880","278","208","189","134","184","134","184","130","182","4","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","74","50","17","20","17","20","0","13","57","49","672","224","537","226","388","225","369","219","19","30","149","108","149","108","149","108","0","13","0","13","0","13","0","13","135","66","92","50","52","33","40","40","43","36","1500000US060855031121","Block Group 1, Census Tract 5031.12, Santa Clara County, California"
"1524","485","229","197","31","37","31","37","19","29","12","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","198","194","107","83","64","61","43","59","91","130","1295","451","1001","437","747","419","694","381","53","64","254","196","0","13","0","13","0","13","254","196","234","177","20","33","294","187","138","73","105","65","33","35","156","147","1500000US060855031122","Block Group 2, Census Tract 5031.12, Santa Clara County, California"
"1376","318","145","103","58","89","58","89","58","89","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","87","53","73","51","73","51","0","13","14","16","1231","307","947","313","648","257","620","250","28","40","299","230","106","106","106","106","0","13","193","192","193","192","0","13","284","110","238","77","185","72","53","46","46","54","1500000US060855031123","Block Group 3, Census Tract 5031.12, Santa Clara County, California"
"2586","687","324","186","179","169","179","169","112","161","67","80","0","13","0","13","0","13","0","13","0","13","0","13","0","13","145","85","82","51","52","43","30","27","63","49","2262","677","1912","648","1316","525","1208","435","108","138","596","426","105","95","97","91","8","13","491","411","485","410","6","11","350","192","217","102","109","58","108","92","133","104","1500000US060855031131","Block Group 1, Census Tract 5031.13, Santa Clara County, California"
"2228","718","511","436","488","438","31","36","23","34","8","12","457","444","414","447","257","374","157","259","43","49","43","49","0","13","23","37","23","37","0","13","23","37","0","13","1717","552","1533","553","1163","526","1163","526","0","13","370","230","91","115","76","109","15","22","279","204","271","208","8","15","184","141","77","58","35","35","42","47","107","95","1500000US060855031132","Block Group 2, Census Tract 5031.13, Santa Clara County, California"
"2686","600","394","230","227","198","0","13","0","13","0","13","227","198","136","169","104","123","32","46","91","106","36","59","55","89","167","138","16","26","16","26","0","13","151","135","2292","568","2106","599","882","354","882","354","0","13","1224","653","185","230","92","103","93","143","1039","629","922","564","117","109","186","141","118","75","42","41","76","64","68","78","1500000US060855031161","Block Group 1, Census Tract 5031.16, Santa Clara County, California"
"2463","714","120","89","86","80","34","53","34","53","0","13","52","60","0","13","0","13","0","13","52","60","33","51","19","31","34","38","26","29","14","23","12","19","8","12","2343","729","2091","759","1380","643","1380","643","0","13","711","418","205","230","205","230","0","13","506","375","464","330","42","66","252","136","194","105","144","98","50","48","58","56","1500000US060855031162","Block Group 2, Census Tract 5031.16, Santa Clara County, California"
"1682","461","131","178","113","175","0","13","0","13","0","13","113","175","0","13","0","13","0","13","113","175","113","175","0","13","18","28","18","28","0","13","18","28","0","13","1551","437","1305","471","1210","471","1210","471","0","13","95","89","0","13","0","13","0","13","95","89","95","89","0","13","246","104","194","84","147","76","47","53","52","40","1500000US060855031163","Block Group 3, Census Tract 5031.16, Santa Clara County, California"
"1411","302","153","124","117","112","13","20","0","13","13","20","104","111","16","24","16","24","0","13","88","108","88","108","0","13","36","49","0","13","0","13","0","13","36","49","1258","290","1183","297","623","203","623","203","0","13","560","307","152","146","112","91","40","62","408","289","408","289","0","13","75","48","50","28","40","28","10","14","25","34","1500000US060855031171","Block Group 1, Census Tract 5031.17, Santa Clara County, California"
"1535","471","136","64","67","51","0","13","0","13","0","13","67","51","39","43","21","33","18","28","28","33","13","21","15","14","69","38","54","30","54","30","0","13","15","22","1399","467","1299","482","892","461","853","459","39","45","407","232","192","163","185","166","7","10","215","169","196","161","19","18","100","89","55","39","42","35","13","18","45","65","1500000US060855031172","Block Group 2, Census Tract 5031.17, Santa Clara County, California"
"1185","343","155","164","30","44","30","44","0","13","30","44","0","13","0","13","0","13","0","13","0","13","0","13","0","13","125","170","0","13","0","13","0","13","125","170","1030","327","896","378","754","337","732","329","22","26","142","139","114","124","114","124","0","13","28","43","28","43","0","13","134","141","89","101","54","88","35","47","45","61","1500000US060855031181","Block Group 1, Census Tract 5031.18, Santa Clara County, California"
"1786","503","67","45","13","19","0","13","0","13","0","13","13","19","13","19","0","13","13","19","0","13","0","13","0","13","54","40","18","30","0","13","18","30","36","42","1719","494","1296","401","998","434","988","431","10","14","298","190","128","138","115","127","13","21","170","142","170","142","0","13","423","294","231","140","97","48","134","130","192","175","1500000US060855031182","Block Group 2, Census Tract 5031.18, Santa Clara County, California"
"1580","301","92","104","67","98","67","98","67","98","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","29","17","18","8","11","9","14","8","13","1488","296","1157","274","625","267","604","265","21","32","532","252","347","274","324","257","23","31","185","171","185","171","0","13","331","129","221","74","137","56","84","57","110","70","1500000US060855031183","Block Group 3, Census Tract 5031.18, Santa Clara County, California"
"836","334","241","219","11","17","11","17","0","13","11","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","230","218","0","13","0","13","0","13","230","218","595","223","470","182","356","184","356","184","0","13","114","87","17","26","17","26","0","13","97","82","88","77","9","14","125","102","23","36","0","13","23","36","102","82","1500000US060855031211","Block Group 1, Census Tract 5031.21, Santa Clara County, California"
"2808","600","409","194","254","170","40","64","40","64","0","13","214","156","10","17","0","13","10","17","204","154","204","154","0","13","155","109","155","109","135","104","20","33","0","13","2399","591","1913","515","1290","491","1290","491","0","13","623","352","55","65","55","65","0","13","568","346","514","336","54","45","486","189","332","90","266","83","66","63","154","132","1500000US060855031212","Block Group 2, Census Tract 5031.21, Santa Clara County, California"
"1092","461","184","227","184","227","34","43","0","13","34","43","150","223","146","223","112","170","34","53","4","16","0","13","4","16","0","13","0","13","0","13","0","13","0","13","908","357","816","341","433","281","433","281","0","13","383","261","71","79","42","64","29","45","312","253","267","211","45","46","92","94","78","84","65","80","13","23","14","25","1500000US060855031213","Block Group 3, Census Tract 5031.21, Santa Clara County, California"
"2877","402","472","207","307","201","157","180","157","180","0","13","150","128","0","13","0","13","0","13","150","128","140","129","10","15","165","63","147","63","147","63","0","13","18","28","2405","487","2083","509","992","411","981","406","11","18","1091","467","366","289","346","279","20","30","725","382","664","372","61","75","322","109","283","86","255","82","28","32","39","47","1500000US060855031221","Block Group 1, Census Tract 5031.22, Santa Clara County, California"
"680","323","36","38","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","36","38","36","38","36","38","0","13","0","13","644","325","612","326","158","123","158","123","0","13","454","320","438","318","410","308","28","31","16","25","16","25","0","13","32","28","25","22","17","19","8","12","7","11","1500000US060855031222","Block Group 2, Census Tract 5031.22, Santa Clara County, California"
"1808","325","111","75","29","28","29","28","0","13","29","28","0","13","0","13","0","13","0","13","0","13","0","13","0","13","82","68","82","68","31","35","51","58","0","13","1697","307","1162","301","687","267","687","267","0","13","475","207","17","26","17","26","0","13","458","207","430","198","28","35","535","219","323","102","232","82","91","60","212","146","1500000US060855031231","Block Group 1, Census Tract 5031.23, Santa Clara County, California"
"2026","414","551","260","293","225","195","217","195","217","0","13","98","64","22","37","22","37","0","13","76","56","76","56","0","13","258","105","200","102","135","87","65","48","58","34","1475","378","1072","380","599","338","599","338","0","13","473","206","225","167","225","167","0","13","248","134","248","134","0","13","403","121","272","92","220","85","52","41","131","68","1500000US060855031232","Block Group 2, Census Tract 5031.23, Santa Clara County, California"
"1657","462","196","158","37","60","0","13","0","13","0","13","37","60","37","60","0","13","37","60","0","13","0","13","0","13","159","147","74","74","24","39","50","63","85","80","1461","434","1068","424","840","387","840","387","0","13","228","215","49","76","26","41","23","35","179","239","152","200","27","42","393","158","241","107","170","91","71","61","152","95","1500000US060855031241","Block Group 1, Census Tract 5031.24, Santa Clara County, California"
"1825","973","290","470","290","470","290","470","290","470","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1535","865","1510","881","681","627","681","627","0","13","829","566","160","208","160","208","0","13","669","497","523","386","146","127","25","40","25","40","25","40","0","13","0","13","1500000US060855031242","Block Group 2, Census Tract 5031.24, Santa Clara County, California"
"2095","907","257","227","257","227","0","13","0","13","0","13","257","227","0","13","0","13","0","13","257","227","257","227","0","13","0","13","0","13","0","13","0","13","0","13","1838","888","1786","895","1239","675","1239","675","0","13","547","589","0","13","0","13","0","13","547","589","547","589","0","13","52","60","52","60","52","60","0","13","0","13","1500000US060855031243","Block Group 3, Census Tract 5031.24, Santa Clara County, California"
"2487","870","60","69","60","69","60","69","60","69","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2427","870","1941","880","1625","884","1625","884","0","13","316","152","177","157","177","157","0","13","139","144","139","144","0","13","486","173","352","122","233","115","119","75","134","84","1500000US060855031251","Block Group 1, Census Tract 5031.25, Santa Clara County, California"
